15.625000	-50.796112
46.875000	-50.960060
78.125000	-51.414722
109.375000	-52.071712
140.625000	-52.835835
171.875000	-53.633202
203.125000	-54.416569
234.375000	-55.159615
265.625000	-55.849506
296.875000	-56.481285
328.125000	-57.054276
359.375000	-57.569962
390.625000	-58.030876
421.875000	-58.439907
453.125000	-58.799995
484.375000	-59.113987
515.625000	-59.384548
546.875000	-59.614178
578.125000	-59.805222
609.375000	-59.959881
640.625000	-60.080280
671.875000	-60.168518
703.125000	-60.226715
734.375000	-60.257076
765.625000	-60.261963
796.875000	-60.243958
828.125000	-60.205944
859.375000	-60.151161
890.625000	-60.083263
921.875000	-60.006390
953.125000	-59.925125
984.375000	-59.844509
1015.625000	-59.769894
1046.875000	-59.706791
1078.125000	-59.660595
1109.375000	-59.636227
1140.625000	-59.637810
1171.875000	-59.668262
1203.125000	-59.729053
1234.375000	-59.820049
1265.625000	-59.939514
1296.875000	-60.084316
1328.125000	-60.250214
1359.375000	-60.432220
1390.625000	-60.624985
1421.875000	-60.823097
1453.125000	-61.021351
1484.375000	-61.214909
1515.625000	-61.399376
1546.875000	-61.570847
1578.125000	-61.725872
1609.375000	-61.861439
1640.625000	-61.974884
1671.875000	-62.063850
1703.125000	-62.126202
1734.375000	-62.159977
1765.625000	-62.163315
1796.875000	-62.134415
1828.125000	-62.071472
1859.375000	-61.972679
1890.625000	-61.836170
1921.875000	-61.660027
1953.125000	-61.442295
1984.375000	-61.181057
2015.625000	-60.874542
2046.875000	-60.521381
2078.125000	-60.121037
2109.375000	-59.674519
2140.625000	-59.185612
2171.875000	-58.662788
2203.125000	-58.122128
2234.375000	-57.591091
2265.625000	-57.112286
2296.875000	-56.744099
2328.125000	-56.552994
2359.375000	-56.594204
2390.625000	-56.888016
2421.875000	-57.409473
2453.125000	-58.101067
2484.375000	-58.896721
2515.625000	-59.739902
2546.875000	-60.590092
2578.125000	-61.421562
2609.375000	-62.219509
2640.625000	-62.976318
2671.875000	-63.688824
2703.125000	-64.356415
2734.375000	-64.979935
2765.625000	-65.560951
2796.875000	-66.101364
2828.125000	-66.603180
2859.375000	-67.068367
2890.625000	-67.498779
2921.875000	-67.896149
2953.125000	-68.262047
2984.375000	-68.597893
3015.625000	-68.904976
3046.875000	-69.184425
3078.125000	-69.437271
3109.375000	-69.664391
3140.625000	-69.866592
3171.875000	-70.044556
3203.125000	-70.198883
3234.375000	-70.330078
3265.625000	-70.438583
3296.875000	-70.524757
3328.125000	-70.588875
3359.375000	-70.631180
3390.625000	-70.651810
3421.875000	-70.650864
3453.125000	-70.628372
3484.375000	-70.584312
3515.625000	-70.518578
3546.875000	-70.431023
3578.125000	-70.321419
3609.375000	-70.189484
3640.625000	-70.034843
3671.875000	-69.857063
3703.125000	-69.655624
3734.375000	-69.429901
3765.625000	-69.179192
3796.875000	-68.902649
3828.125000	-68.599342
3859.375000	-68.268166
3890.625000	-67.907867
3921.875000	-67.516998
3953.125000	-67.093903
3984.375000	-66.636658
4015.625000	-66.143059
4046.875000	-65.610512
4078.125000	-65.036026
4109.375000	-64.416069
4140.625000	-63.746449
4171.875000	-63.022205
4203.125000	-62.237377
4234.375000	-61.384758
4265.625000	-60.455578
4296.875000	-59.439102
4328.125000	-58.322182
4359.375000	-57.088818
4390.625000	-55.720207
4421.875000	-54.196342
4453.125000	-52.502792
4484.375000	-50.653149
4515.625000	-48.752724
4546.875000	-47.128002
4578.125000	-46.351719
4609.375000	-46.710552
4640.625000	-47.783623
4671.875000	-49.028877
4703.125000	-50.179375
4734.375000	-51.156910
4765.625000	-51.955093
4796.875000	-52.587975
4828.125000	-53.072556
4859.375000	-53.423679
4890.625000	-53.652821
4921.875000	-53.768124
4953.125000	-53.774681
4984.375000	-53.674797
5015.625000	-53.468140
5046.875000	-53.151726
5078.125000	-52.719807
5109.375000	-52.163685
5140.625000	-51.471577
5171.875000	-50.629047
5203.125000	-49.621342
5234.375000	-48.441441
5265.625000	-47.114689
5296.875000	-45.763149
5328.125000	-44.720085
5359.375000	-44.509869
5390.625000	-45.345669
5421.875000	-46.827557
5453.125000	-48.471020
5484.375000	-50.032978
5515.625000	-51.438828
5546.875000	-52.681293
5578.125000	-53.773769
5609.375000	-54.733650
5640.625000	-55.577114
5671.875000	-56.317829
5703.125000	-56.966938
5734.375000	-57.533371
5765.625000	-58.024208
5796.875000	-58.445030
5828.125000	-58.800140
5859.375000	-59.092812
5890.625000	-59.325382
5921.875000	-59.499409
5953.125000	-59.615711
5984.375000	-59.674435
6015.625000	-59.675079
6046.875000	-59.616508
6078.125000	-59.496971
6109.375000	-59.314144
6140.625000	-59.065201
6171.875000	-58.747028
6203.125000	-58.356636
6234.375000	-57.892086
6265.625000	-57.354256
6296.875000	-56.750404
6328.125000	-56.100548
6359.375000	-55.448223
6390.625000	-54.874065
6421.875000	-54.501637
6453.125000	-54.469933
6484.375000	-54.860786
6515.625000	-55.639103
6546.875000	-56.680412
6578.125000	-57.849426
6609.375000	-59.047997
6640.625000	-60.219715
6671.875000	-61.337307
6703.125000	-62.390266
6734.375000	-63.376759
6765.625000	-64.299042
6796.875000	-65.161110
6828.125000	-65.967499
6859.375000	-66.722694
6890.625000	-67.430923
6921.875000	-68.096001
6953.125000	-68.721359
6984.375000	-69.310043
7015.625000	-69.864754
7046.875000	-70.387878
7078.125000	-70.881546
7109.375000	-71.347633
7140.625000	-71.787819
7171.875000	-72.203583
7203.125000	-72.596275
7234.375000	-72.967087
7265.625000	-73.317085
7296.875000	-73.647255
7328.125000	-73.958458
7359.375000	-74.251488
7390.625000	-74.527061
7421.875000	-74.785820
7453.125000	-75.028358
7484.375000	-75.255211
7515.625000	-75.466850
7546.875000	-75.663727
7578.125000	-75.846237
7609.375000	-76.014740
7640.625000	-76.169556
7671.875000	-76.310982
7703.125000	-76.439285
7734.375000	-76.554703
7765.625000	-76.657425
7796.875000	-76.747650
7828.125000	-76.825539
7859.375000	-76.891212
7890.625000	-76.944801
7921.875000	-76.986382
7953.125000	-77.016029
7984.375000	-77.033806
